Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
b78dd4a7e33607357ef530d0adb358e9741d9941,"[CALCITE-2586] RexSimplify: case with repeated branches results in assertion error (pengzhiwei)

closes #860",['9d6899c919113dc58707b2337297205ed1d7194f'],False,"['RexSimplify.java', 'RexUtil.java', 'RexProgramTest.java']"
b9da74ee3baed9ef6bd16472cf4a34515e3e29ab,"[CALCITE-2591] EnumerableDefaults#mergeJoin should throw error and not return incorrect results when inputs are not ordered (Enrico Olivelli)

fixes #859",['b78dd4a7e33607357ef530d0adb358e9741d9941'],False,['EnumerableDefaults.java']
9464dd30ae7a57c9e9c410b61940a94ac5cd615f,"Make findbugs:jsr305 dependency optional

It is not required at runtime, so the dependency should not be transitive",['55d86646fe598d215bd53dbeac2bbbf32a9506f9'],False,"['pom.xml', 'pom.xml', 'pom.xml']"
b31da22465e355cf7a6f3c5f9de9bf9ff0190a4b,"Canonize simple cases for composite traits in trait factory

This avoids creating distinct subsets for cases like ""empty collation trait""",['c3215241e21fcf49d7cb7fac809300dbea9ceac2'],False,"['RelCompositeTrait.java', 'RelTraitTest.java', 'CalciteSuite.java', 'MaterializationTest.java', 'QuidemTest.java', 'misc.iq']"
a5d4a8b53cebbf781f0c457bdccc576ec1a9d036,"[CALCITE-2580] RexSimplify: coalesce(null > null, true) produces wrong result filter expressions (pengzhiwei)

fixes #865",['b31da22465e355cf7a6f3c5f9de9bf9ff0190a4b'],False,"['RexSimplify.java', 'RexProgramTest.java']"
ed424ed81d0de66fcfd6a5352f00fb99cc514882,"[CALCITE-2588] Run Geode Adapter tests with an Embedded Instance

Part of the effort to increase test coverage for adapters. Enables execution of all Geode adapter tests during CI build (instead of manual run).

Create special JUnit Rule (`GeodeEmbeddedPolicy`) which starts / stops embedded Geode instance once for all the tests.

Modify GeodeSchema and GeodeTable to accept exising geode instance in the constructor instance of connection parameters.

Ignore two tests which currently fail for both embedded and external instance(s). These bugs will be addressed separately

Local test dataset is taken from `calcite-test-dataset` project (the one which is used for integration testing). Re-use `zips-mini.json` from mongo/elastic adapters.

Closes apache/calcite#857",['9ba9bdc1d84804573c8370605e021e6b3fbab3de'],False,"['pom.xml', 'GeodeAggregate.java', 'GeodeFilter.java', 'GeodeProject.java', 'GeodeRel.java', 'GeodeRules.java', 'GeodeSchema.java', 'GeodeSchemaFactory.java', 'GeodeSort.java', 'GeodeTable.java', 'GeodeTableScan.java', 'GeodeToEnumerableConverter.java', 'GeodeSimpleSchema.java', 'GeodeUtils.java', 'AbstractGeodeTest.java', 'BaseGeodeAdapterIT.java', 'GeodeAdapterIT.java', 'GeodeAssertions.java', 'GeodeBookstoreTest.java', 'GeodeEmbeddedPolicy.java', 'GeodeZipsIT.java', 'GeodeZipsTest.java', 'JsonLoader.java', 'book_customer.json', 'book_master.json', 'log4j.properties', 'model-bookshop.json', 'model-geode-pg-federation.json', 'model-with-classes.json', 'model-zips.json', 'model2.json', 'zips-mini.json']"
999716535b53f8541907fa3269de11e3e6e374e8,"[CALCITE-2506] RexSimplify: coalesce(unaryPlus(nullInt), unaryPlus(vInt())) results in AssertionError: result mismatch (pengzhiwei)

fixes #873",['3a4fba828f3d9e48749fadd22f134891612b7072'],False,"['RexSimplify.java', 'RexProgramTest.java']"
be1769bcc260e0b84380d16bd3cbda834e071209,"[CALCITE-2438] Fix wrong results for IS NOT FALSE(false) (zhiwei.pzw) (Zoltan Haindrich)

closes #778
closes #875",['c39bfaa02a06ac91575076a6e74f29863923f5eb'],False,"['RexCall.java', 'RexProgramTest.java', 'RexProgramFuzzyTest.java']"
dfd012cf082adf50688c2cc57c7e857f6d702f72,"[CALCITE-2611] Linq4j code generation failure if one side of an OR contains unknown (Zoltan Haindrich)

Close apache/calcite#879",['6b3844c0634792263a5073b8ea93565fb3415f41'],False,"['ReflectiveSchemaTest.java', 'OptimizeShuttle.java', 'BlockBuilderTest.java']"
6284d3c88d9c659e0a8ef3dd5cf4819133de7522,"[CALCITE-2617] Add a variant of FilterProjectTransposeRule that can push down a Filter that contains correlated variables (Stamatis Zampetakis)

The default instance of FilterProjectTransposeRule does not push down
a Filter that contains correlated variables, as before.

1. Add a new constructor accepting predicates for the Filter and
   Project operands.
2. Remove the correlating condition check from the body of the rule
   and make it an optional predicate.
3. Pass the new correlating condition predicate to the existing
   constructors (retaining the same functionality for the generic
   INSTANCE rule)

Note: Classes using the protected constructor may break if they rely
on the fact that the Filter is not pushed when it contains correlating
conditions.

Add tests for each variant (Julian Hyde)

Close apache/calcite#887",['4b51b5ab2fe4dfaeffb22adf0e84477ba918aad5'],False,"['FilterProjectTransposeRule.java', 'RelOptRulesTest.java', 'RelOptTestBase.java', 'RelOptRulesTest.xml']"
b47413a1d648455c43dbe8d51df926ebd68b3a36,"[CALCITE-1870] Lattice suggester

Don't add a query graph if it is cyclic.

More concise descriptions of join graphs, and add FoodMart test case.
Add a test based on TPC-DS.

Make FoodMartQueryTest a top-level class, and add a test that runs
through all of its queries and suggests lattices.

API changes to Lattice. Rename class Lattice.Node to LatticeNode, add
sub-class LatticeRootNode that is immutable and has state that was
previously in Lattice. LatticeSuggester makes heavy use of LatticeNode.
Move column unique name into Column, and remove the
Lattice.uniqueColumnNames field.

DirectedGraph.toString sorts lists of vertices and edges.

Add materialized views to documentation menu;
tweak SQL formatting.

In HepPlanner, rename noDAG to noDag.

SqlImplementor: Translate simple RexNode to SQL without requiring RelBuilder;
SqlImplementor.Context is now static, but not all derived classes are.

Fix a typo in UdfTest.",['6284d3c88d9c659e0a8ef3dd5cf4819133de7522'],False,"['Lattice.java', 'LatticeChildNode.java', 'LatticeNode.java', 'LatticeRootNode.java', 'LatticeSpace.java', 'LatticeSuggester.java', 'LatticeTable.java', 'MapSqlStatisticProvider.java', 'MutableNode.java', 'Path.java', 'SqlStatisticProvider.java', 'Step.java', 'JsonSchema.java', 'ModelHandler.java', 'RelOptLattice.java', 'HepPlanner.java', 'SqlImplementor.java', 'StarTable.java', 'SqlValidatorUtil.java', 'FrameworkConfig.java', 'Frameworks.java', 'AttributedDirectedGraph.java', 'DefaultDirectedGraph.java', 'DefaultEdge.java', 'IntPair.java', 'LatticeSuggesterTest.java', 'CalciteSuite.java', 'FoodMartQuerySet.java', 'FoodmartTest.java', 'JdbcTest.java', 'LatticeTest.java', 'UdfTest.java', 'DirectedGraphTest.java', 'hsqldb-foodmart-auto-lattice-model.json', 'TpcdsLatticeSuggesterTest.java', 'docs.yml', 'lattice.md', 'materialized_views.md']"
561c6427e3602510d619b45cd7da840773fa0d2c,"[CALCITE-2405] In Babel parser, make 400 reserved keywords including YEAR, SECOND, DESC non-reserved

Command words (e.g. SELECT, UPDATE, EXPLAIN, ALTER), SQL clause names
(e.g. WHERE, ORDER, INNER but not BY), and keywords that start literals
(DATE, TIME, TIMESTAMP, INTERVAL) remain reserved.

In Planner, use the parser's conformance.

Avoid javac StackOverflowError by splitting up the NonReservedKeywords()
parser method into several parts.

Compatibility warning: If you have created your own sub-parser you must
copy nonReservedKeywords from core config.fmpp to your config.fmpp.
Previously the core non-reserved keywords were in a parser method
CommonNonReservedKeywords(), but that method has been removed.

Upgrade freemarker to 2.3.28.",['9c26a9e74dafadb27ea363d82cfe1105d5dd3329'],False,"['config.fmpp', 'BabelParserTest.java', 'config.fmpp', 'Parser.jj', 'PlannerImpl.java', 'config.fmpp', 'SqlParserTest.java', 'pom.xml', 'config.fmpp']"
4cc46130f71d21e4f5b76f6e645380cd83d2c921,"[CALCITE-2654] In RelBuilder, add a fluent API for building complex aggregate calls

To interface AggCall in RelBuilder, add methods distinct(boolean),
filter(RexNode), approximate(boolean), alias(String). And simplify the
RelBuilder.aggregateCall method to just two arguments:
aggregateCall(op, operands). Thus you only specify the arguments that
are of interest. Similar changes to count, countStar, min, max, sum,
avg.",['425fa7b7fb9cc02f5078e0696284176be0283fa3'],False,"['AbstractMaterializedViewRule.java', 'AggregateExpandDistinctAggregatesRule.java', 'AggregateExtractProjectRule.java', 'SubQueryRemoveRule.java', 'RelFieldTrimmer.java', 'PigRelBuilder.java', 'RelBuilder.java', 'RelToSqlConverterTest.java', 'RelBuilderTest.java', 'algebra.md']"
7bc9f14032b7cf0761c0b2eefdb6bb588047ec8e,"[CALCITE-2224] Support WITHIN GROUP clause for aggregate functions (Hongze Zhang)

Close apache/calcite#871",['4cc46130f71d21e4f5b76f6e645380cd83d2c921'],False,"['Parser.jj', 'AggImpState.java', 'AggregateLambdaFactory.java', 'EnumerableAggregate.java', 'OrderedAggregateLambdaFactory.java', 'SequencedAdderAggregateLambdaFactory.java', 'SourceSorter.java', 'RelOptUtil.java', 'SubstitutionVisitor.java', 'CalciteCatalogReader.java', 'RelCollations.java', 'AggregateCall.java', 'Window.java', 'RelJsonReader.java', 'SqlImplementor.java', 'AbstractMaterializedViewRule.java', 'AggregateExpandDistinctAggregatesRule.java', 'AggregateExtractProjectRule.java', 'AggregateFilterTransposeRule.java', 'AggregateProjectMergeRule.java', 'AggregateReduceFunctionsRule.java', 'AggregateStarTableRule.java', 'AggregateUnionTransposeRule.java', 'SubQueryRemoveRule.java', 'RexBuilder.java', 'CalciteResource.java', 'SqlAggFunction.java', 'SqlFilterOperator.java', 'SqlKind.java', 'SqlRankFunction.java', 'SqlSplittableAggFunction.java', 'SqlWithinGroupOperator.java', 'SqlAbstractGroupFunction.java', 'SqlAnyValueAggFunction.java', 'SqlAvgAggFunction.java', 'SqlCountAggFunction.java', 'SqlCovarAggFunction.java', 'SqlFirstLastValueAggFunction.java', 'SqlHistogramAggFunction.java', 'SqlLeadLagAggFunction.java', 'SqlMinMaxAggFunction.java', 'SqlNthValueAggFunction.java', 'SqlNtileAggFunction.java', 'SqlSingleValueAggFunction.java', 'SqlStdOperatorTable.java', 'SqlSumAggFunction.java', 'SqlSumEmptyIsZeroAggFunction.java', 'AggChecker.java', 'SqlUserDefinedAggFunction.java', 'SqlValidator.java', 'SqlValidatorImpl.java', 'RelFieldTrimmer.java', 'SqlToRelConverter.java', 'RelBuilder.java', 'BuiltInMethod.java', 'Optionality.java', 'CalciteResource.properties', 'RelWriterTest.java', 'TraitPropagationTest.java', 'RelToSqlConverterTest.java', 'SqlParserTest.java', 'SqlOperatorBaseTest.java', 'JdbcTest.java', 'RelMetadataTest.java', 'SqlToRelConverterTest.java', 'SqlValidatorTest.java', 'PlannerTest.java', 'SqlToRelConverterTest.xml', 'agg.iq', 'DruidRules.java', 'pom.xml', 'algebra.md', 'reference.md']"
8e557d26cffceaf7d7f98d8f8bafd9fbe3bc2447,"[CALCITE-2266] Implement SQL:2016 JSON functions: JSON_EXISTS, JSON_VALUE, JSON_QUERY, JSON_OBJECT, JSON_OBJECTAGG, JSON_ARRAY, JSON_ARRAYAGG, IS JSON predicate (Hongze Zhang)

Close apache/calcite#785",['d7829a3c2b35d1cb52e60167bc446b163b928096'],False,"['config.fmpp', 'pom.xml', 'config.fmpp', 'Parser.jj', 'RexImpTable.java', 'CalciteResource.java', 'SqlFunctions.java', 'SqlJsonConstructorNullClause.java', 'SqlJsonEmptyOrError.java', 'SqlJsonEncoding.java', 'SqlJsonExistsErrorBehavior.java', 'SqlJsonQueryEmptyOrErrorBehavior.java', 'SqlJsonQueryWrapperBehavior.java', 'SqlJsonValueEmptyOrErrorBehavior.java', 'SqlKind.java', 'SqlJsonApiCommonSyntaxOperator.java', 'SqlJsonArrayAggAggFunction.java', 'SqlJsonArrayFunction.java', 'SqlJsonExistsFunction.java', 'SqlJsonObjectAggAggFunction.java', 'SqlJsonObjectFunction.java', 'SqlJsonQueryFunction.java', 'SqlJsonValueExpressionOperator.java', 'SqlJsonValueFunction.java', 'SqlStdOperatorTable.java', 'ReturnTypes.java', 'StandardConvertletTable.java', 'BuiltInMethod.java', 'CalciteResource.properties', 'config.fmpp', 'RelToSqlConverterTest.java', 'SqlParserTest.java', 'AbstractSqlTester.java', 'SqlAdvisorTest.java', 'SqlOperatorBaseTest.java', 'SqlTester.java', 'SqlTests.java', 'CalciteSuite.java', 'SqlFunctionsTest.java', 'SqlJsonFunctionsTest.java', 'SqlValidatorTest.java', 'agg.iq', 'pom.xml', 'config.fmpp', 'reference.md']"
4310815a829ef01decccc3a4dcc37f5f8372c671,Fix invocation of deprecated constructor of SqlAggFunction (Hongze Zhang),['8e557d26cffceaf7d7f98d8f8bafd9fbe3bc2447'],False,"['SqlJsonArrayAggAggFunction.java', 'SqlJsonObjectAggAggFunction.java']"
6d9242a168a26ea3bebd3aed7919dccb86b7ebe3,"Following [CALCITE-2266], remove an unwanted dependency

Also, cosmetic changes: spaces and indentation",['4310815a829ef01decccc3a4dcc37f5f8372c671'],False,"['Parser.jj', 'EnumerableRelImplementor.java', 'RexImpTable.java', 'SubQueryRemoveRule.java', 'CalciteResource.java', 'SqlFunctions.java', 'SqlJsonEncoding.java', 'SqlJsonQueryEmptyOrErrorBehavior.java', 'SqlJsonQueryWrapperBehavior.java', 'SqlJsonValueEmptyOrErrorBehavior.java', 'HsqldbSqlDialect.java', 'MysqlSqlDialect.java', 'SqlJsonApiCommonSyntaxOperator.java', 'SqlJsonArrayAggAggFunction.java', 'SqlJsonArrayFunction.java', 'SqlJsonExistsFunction.java', 'SqlJsonObjectAggAggFunction.java', 'SqlJsonObjectFunction.java', 'SqlJsonQueryFunction.java', 'SqlJsonValueExpressionOperator.java', 'SqlJsonValueFunction.java', 'SqlStdOperatorTable.java', 'ReturnTypes.java', 'StandardConvertletTable.java', 'BuiltInMethod.java', 'SqlOperatorBaseTest.java', 'SqlTester.java', 'SqlTests.java', 'BookstoreSchema.java', 'RexProgramTest.java', 'SqlJsonFunctionsTest.java', 'DruidQueryFilterTest.java', 'DruidAdapterIT.java', 'DruidAdapterIT2.java', 'ElasticSearchAdapterTest.java', 'reference.md']"
1d2929105f47b944c65529fe59b3072cce167116,"[CALCITE-2661] In RelBuilder, add methods for creating Exchange and SortExchange relational expressions (Chunwei Lei)

Close apache/calcite#910",['6d9242a168a26ea3bebd3aed7919dccb86b7ebe3'],False,"['Exchange.java', 'RelFactories.java', 'LogicalSortExchange.java', 'RelBuilder.java', 'RelBuilderTest.java', 'algebra.md']"
614bc7b2bffce28b26d7c52f12a670f4a13f264a,"[CALCITE-2651] Enable scrolling in ElasticSearch adapter for basic search queries

The only efficient way to fetch full (large) result set in elastic is to use scrolling.

Note that behaviour remains unchanged for queries with aggregates and offsets
(like explicit pagination using `from`).",['fcc8bf7f44f92efb3c9a1e1f51ffc1a09cab27b9'],False,"['pom.xml', 'ElasticsearchJson.java', 'ElasticsearchSchema.java', 'ElasticsearchTable.java', 'ElasticsearchTransport.java', 'Scrolling.java', 'ElasticSearchAdapterTest.java', 'EmbeddedElasticsearchPolicy.java', 'ScrollingTest.java']"
53e15af6c5e8e782b2edcd7f5bf4f5f32225d110,"[CALCITE-563] In JDBC adapter, push bindable parameters down to the underlying JDBC data source (Vladimir Sitnikov, Piotr Bojko)

Fix up, moving JdbcPreparedStatementUtils methods into
ResultSetEnumerable, and fixing some comments and typos. (Julian Hyde)

Close apache/calcite#907
Close apache/calcite#902",['02ca9bc995cac5b4b97855a4d06df46e632d7c22'],False,"['JdbcToEnumerableConverter.java', 'CalcitePrepareImpl.java', 'CalciteResource.java', 'ResultSetEnumerable.java', 'SqlDynamicParam.java', 'SqlNode.java', 'SqlWriter.java', 'SqlPrettyWriter.java', 'SqlString.java', 'BuiltInMethod.java', 'CalciteResource.properties', 'CalciteAssert.java', 'JdbcAdapterTest.java', 'JdbcTest.java', 'pom.xml', 'CalciteConnectionProvider.java', 'ChinookAvaticaServer.java', 'ConnectionFactory.java', 'RemotePreparedStatementParametersTest.java', 'PlusSuite.java']"
d32ee5c320938b5c34ce09df2276c9570c27a301,"[CALCITE-2675] Type validation error as ReduceExpressionRule fails to preserve type nullability (Zoltan Haindrich)

Close apache/calcite#922",['53e15af6c5e8e782b2edcd7f5bf4f5f32225d110'],False,"['ReduceExpressionsRule.java', 'RelOptRulesTest.java', 'RelOptRulesTest.xml']"
847e76cde2894ea7540749f68669ce2d910c2fa9,"[CALCITE-2632] Ensure that RexNode and its sub-classes implement hashCode and equals methods (Zoltan Haindrich)

Previously there was no default hashCode/equals implementations. To
ensure that they are working properly is crucial while working with
basic collections like sets/maps.

Fix ups (Julian Hyde):

* Use Objects.equals(x, y) in preference to x.equals(y) only when x or y
 may be null; and use x == y when objects are primitive.

* When implementing Object.equals, use the pattern

  return this == obj
    || obj instanceof Type
    && a.equals(((Type) obj).a) ...

  whenever possible.

* In the many cases where RexNode.toString() is used as a key in
  collections, use the raw RexNode instead.

Close apache/calcite#943",['ce47088f118b796908b1de4b1440d21d08d2b6b7'],False,"['RexImplicationChecker.java', 'SubstitutionVisitor.java', 'Match.java', 'Window.java', 'RelMdPredicates.java', 'RelMdUtil.java', 'MutableFilter.java', 'MutableJoin.java', 'MutableSemiJoin.java', 'AbstractMaterializedViewRule.java', 'DateRangeRules.java', 'JoinPushExpressionsRule.java', 'PushProjector.java', 'ReduceDecimalsRule.java', 'ReduceExpressionsRule.java', 'SubQueryRemoveRule.java', 'LogicVisitor.java', 'RexCall.java', 'RexCorrelVariable.java', 'RexDynamicParam.java', 'RexNode.java', 'RexOver.java', 'RexProgramBuilder.java', 'RexRangeRef.java', 'RexSimplify.java', 'RexSubQuery.java', 'RexUtil.java', 'RexVariable.java', 'SqlToRelConverter.java', 'RelOptRulesTest.xml', 'SqlToRelConverterTest.xml', 'ElasticsearchRules.java']"
